id	name	source	fleet_status	snapshot_class	decision_rule	confidence	storage_bound	blockers	promotion_gates	fallback_path	fallback_admission	canary_ids
forge:qwen-qwen2-5-coder-7b-instruct-vllm-0-22-cuda13@hf-c03e6d3-vllm-0-22-0-cuda13-security-refresh	Qwen2.5-Coder 7B Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen2-5-coder-7b-instruct-vllm-cuda13@hf-c03e6d3-vllm-0-21-0-cuda13	Qwen2.5-Coder 7B Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen2-5-vl-7b-instruct-vllm@vllm-0-21-0	Qwen2.5-VL 7B Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-0-6b-vllm-cuda13@vllm-0-22-0-cuda13	Qwen3 0.6B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-1-7b-vllm-cuda13@vllm-0-21-0-cuda13	Qwen3 1.7B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-14b-vllm-cuda13@vllm-0-21-0-cuda13	Qwen3 14B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-14b-vllm@vllm-0-10-2-cuda12-8	Qwen3 14B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-30b-a3b-instruct-2507-bf16-vllm-cuda13@bf16-vllm-0-21-0-cuda13	Qwen3 30B A3B Instruct 2507 BF16	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-30b-a3b-instruct-2507-fp8-vllm-cuda13@fp8-vllm-0-21-0-cuda13	Qwen3 30B A3B Instruct 2507 FP8	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-4b-instruct-2507-vllm-cuda13@vllm-0-21-0-cuda13	Qwen3 4B Instruct 2507	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-4b-instruct-2507-vllm@vllm-0-10-2-cuda12-8	Qwen3 4B Instruct 2507	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-8b-vllm-cuda13@vllm-0-22-0-cuda13	Qwen3 8B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-coder-30b-a3b-instruct-fp8-vllm@vllm-0-10-2-cuda12-8	Qwen3-Coder 30B A3B Instruct FP8	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-coder-next-fp8-vllm-cuda13@vllm-0-21-0-cuda13-tp4	Qwen3-Coder-Next FP8	forge-manifests	active	unresolved	R04-multi-gpu	high	false	multi-gpu-restore-unqualified;no-capture-evidence	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-0-6b-tei-cuda-1-9@tei-cuda-1-9-3	Qwen3 Embedding 0.6B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-0-6b-tei-cuda-sha-5bc4d88@tei-cuda-sha-5bc4d88	Qwen3 Embedding 0.6B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-0-6b-vllm-cuda13@vllm-0-21-0-cuda13-embed	Qwen3 Embedding 0.6B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-4b-tei-cuda-1-9@tei-cuda-1-9-3	Qwen3 Embedding 4B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-4b-vllm-cuda13@vllm-0-21-0-cuda13-embed	Qwen3 Embedding 4B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-8b-tei-cuda-1-9@tei-cuda-1-9-3	Qwen3 Embedding 8B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-embedding-8b-vllm-cuda13@vllm-0-21-0-cuda13-embed	Qwen3 Embedding 8B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-next-80b-a3b-instruct-fp8-vllm@vllm-0-21-0-cuda13-tp4	Qwen3-Next 80B A3B Instruct FP8	forge-manifests	active	unresolved	R04-multi-gpu	high	false	multi-gpu-restore-unqualified;no-capture-evidence	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-reranker-0-6b-vllm-cuda13@vllm-0-21-0-cuda13-rerank	Qwen3 Reranker 0.6B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-reranker-4b-vllm-cuda13@vllm-0-21-0-cuda13-rerank	Qwen3 Reranker 4B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-vl-4b-instruct-vllm-cuda13@vllm-0-21-0-cuda13-vision-chat	Qwen3-VL 4B Instruct	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:qwen-qwen3-vl-reranker-2b-vllm-cuda13@vllm-0-21-0-cuda13-vision-rerank-onboarding	Qwen3-VL Reranker 2B	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:rail-berkeley-octo-small-1-5@small-1-5	RAIL Berkeley Octo Small	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:redhatai-qwen3-next-80b-a3b-thinking-fp8-dynamic-vllm@vllm-0-21-0-cuda13-tp2	Qwen3-Next 80B A3B Thinking FP8 Dynamic	forge-manifests	active	unresolved	R04-multi-gpu	high	false	multi-gpu-restore-unqualified;no-capture-evidence	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	canary-multi-gpu-conventional
forge:rfdiffusion-nim@nim-2-3-0-regional-mirror-onboarding	RFdiffusion NIM	forge-manifests	active	unresolved	R06-family-proven	medium	false	digest-rebind-required	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:robotics-diffusion-transformer-rdt-170m@rdt-170m	Robotics Diffusion Transformer RDT-170M	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:robotics-diffusion-transformer-rdt2-vq@rdt2-vq	Robotics Diffusion Transformer RDT2-VQ	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:sberroboticscenter-greenvla-2b-base@2b-base	SberRoboticsCenter GreenVLA 2B Base	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:sentence-transformers-all-minilm-l6-v2-tei-cuda-1-9@tei-cuda-1-9-3	All-MiniLM-L6-v2	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:sinai-alia-mrbert-es-biomedical-embeddings-tei-cuda-1-9@hf-1088e9b-tei-cuda-1-9-3	ALIA MrBERT Spanish Biomedical Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:sinai-alia-mrbert-es-biomedical-embeddings-vllm-cuda13@hf-1088e9b-vllm-0-21-0-cuda13-pooling	ALIA MrBERT Spanish Biomedical Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:snowflake-arctic-embed-l-v2-0-tei-cuda-1-9@tei-cuda-1-9-3	Snowflake Arctic Embed L v2.0	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:snowflake-arctic-embed-m-v2-0-tei-cuda-1-9@tei-cuda-1-9-3	Snowflake Arctic Embed M v2.0	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:stanfordcrfm-biomedlm-2-7b-safety-review@hf-3e1a0ab-life-science-20260426-fix2	BioMedLM 2.7B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:tomaarsen-reranker-pubmedbert-base-miriad-150k-tei-cuda-1-9@hf-24fb97a-tei-cuda-1-9-3-preflight	PubMedBERT MIRIAD 150k Reranker	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:tomaarsen-reranker-pubmedbert-base-miriad-150k-wrapper-cuda12@hf-24fb97a-wrapper-cuda12-safetensors-cvefix-local-smoke	PubMedBERT MIRIAD 150k Reranker	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:tri-ml-foundry-qwen3vla-2-1b@qwen3vla-2-1b	TRI-ML Foundry-Qwen3VLA 2.1B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:wan-ai-wan2-2-ti2v-5b-sglang@5b	Wan2.2 TI2V 5B	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:x-square-robot-wall-oss-flow@flow	X Square Robot WALL-OSS Flow	forge-manifests	active	unresolved	R05-closed-image	high	false	access-gate:no-public-image-reference;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
forge:zai-org-glm-4-5-air-fp8-vllm-cuda13@vllm-0-21-0-cuda13-single-gpu-probe	GLM-4.5-Air FP8	forge-manifests	active	unresolved	R07-unassessed	low	false	no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
forge:zhihan1996-dnabert-2-117m-dna-embedding@hf-main-clawbio-dnabert-tupleout-20260605	DNABERT-2 117M DNA Embeddings	forge-manifests	active	unresolved	R07-unassessed	low	false	access-gate:no-public-image-reference;no-capture-evidence;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
nims-terraform:bionemo@nightly	BioNeMo Notebook	nims-terraform-catalog	excluded-non-serving	conventional-only	R02-non-serving	high	false	non-serving-row	G-DIGEST;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	excluded	
nims-terraform:boltz2@latest	Boltz2	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:cosmos-embed1@1.0.0	Cosmos-Embed1	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:cosmos-reason1-7b@latest	Cosmos-Reason1-7B	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:cosmos-reason2-2b@1.6.0	Cosmos-Reason2-2B	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:cosmos-reason2-8b@1.6.0	Cosmos-Reason2-8B	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:diffdock@latest	DiffDock	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:evo2-40b@latest	Evo2-40B	nims-terraform-catalog	active	unresolved	R04-multi-gpu	high	false	multi-gpu-restore-unqualified;no-capture-evidence	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
nims-terraform:genmol@latest	GenMol	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:molmim@1.0.0	MolMIM	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:msa-search@latest	MSA Search	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:nemotron-nano-12b-v2-vl@1.6.0	Nemotron Nano 12B v2 VL	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:openfold2@latest	OpenFold2	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:openfold3@latest	OpenFold3	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:proteinmpnn@1.0.2	ProteinMPNN	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
nims-terraform:qwen3-next-80b-a3b-instruct@latest	Qwen3 Next 80B A3B Instruct	nims-terraform-catalog	active	unresolved	R04-multi-gpu	high	false	multi-gpu-restore-unqualified;no-capture-evidence	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	measurement-required	
nims-terraform:rfdiffusion@2.2.0	RFdiffusion	nims-terraform-catalog	active	unresolved	R05-closed-image	high	false	digest-rebind-required;no-capture-evidence;no-digest-binding;state-audit-pending	G-DIGEST;G-TOPOLOGY;G-CORRUPT;G-SEMEQ;G-ROLLBACK	conventional-pull-and-load	blocked-until-digest-bound	
