id	canonical_key	name	source	availability_class	evidence_tier	gates	workload_class	runtime_family	api_style	endpoint_path	min_gpus	min_vram_gb	gpu_sku_compat_true	image_upstream_ref	image_digest	image_size_bytes	artifact_size_bytes	cache_bytes	snapshot_eligibility	startup_path	t0_to_call2_p50_s	license	fixtures_status	local_bytes_known
forge:nvidia-cosmos-policy-aloha-predict2-cuda13@cuda13	forge-family:nvidia-cosmos-policy-aloha-predict2	NVIDIA Cosmos Policy ALOHA Predict2 2B (CUDA 13, B300)	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-aloha-predict2-2b	1	16			sha256:8dd0e50771fc45199a2be274883cac8257e311f25a7931954b5f8a729392beb4				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-policy-libero-predict2-b300-optimized@b300-optimized	forge-family:nvidia-cosmos-policy-libero-predict2	NVIDIA Cosmos Policy LIBERO Predict2 2B (B300 Optimized)	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-libero-predict2-2b	1	8			sha256:84caf506cdddaecd1aedae71acfc58822236b69a23e81052c54f4a06c53cffbd				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-policy-libero-predict2-cuda12@cuda12	forge-family:nvidia-cosmos-policy-libero-predict2	NVIDIA Cosmos Policy LIBERO Predict2 2B	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-libero-predict2-2b	1	8			sha256:d9c70cfaaa1408b843692f822eb4b65d4b0947d7f0328bdf0b8e48a40caa1246				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-policy-libero-predict2-cuda13@cuda13	forge-family:nvidia-cosmos-policy-libero-predict2	NVIDIA Cosmos Policy LIBERO Predict2 2B (CUDA 13)	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-libero-predict2-2b	1	8			sha256:32ece25c0fdc198a26a94e78cab6c3c8aecceb6da3914b0dfaa7daca6f871484				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-policy-libero-predict2-fp8@fp8	forge-family:nvidia-cosmos-policy-libero-predict2	NVIDIA Cosmos Policy LIBERO 2B (FP8, Blackwell/Hopper)	forge-manifests	gated	measured-source	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-policy-libero-2b-nvfp4	1	6			sha256:aece880160d86fddc1cbed23716078e6aa172b9ab39105e852265f53da182cba				candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	0
forge:nvidia-cosmos-predict1-7b-text2world@1-0-0	nvcr.io/nim/nvidia/cosmos-predict1-7b-text2world	NVIDIA Cosmos Predict1 7B Text2World	forge-manifests	discoverable	catalog-listed		physical-ai	nim	nim-native-http	/v1/infer	1	80		nvcr.io/nim/nvidia/cosmos-predict1-7b-text2world:1.0.0					candidate-unproven	conventional-pull-and-load		nvidia-ai-foundation-models-community	example-only	0
forge:nvidia-cosmos-predict1-7b-video2world@1-0-0	nvcr.io/nim/nvidia/cosmos-predict1-7b-video2world	NVIDIA Cosmos Predict1 7B Video2World	forge-manifests	discoverable	catalog-listed		physical-ai	nim	nim-native-http	/v1/infer	1	80		nvcr.io/nim/nvidia/cosmos-predict1-7b-video2world:1.0.0					candidate-unproven	conventional-pull-and-load		nvidia-ai-foundation-models-community	example-only	0
forge:nvidia-cosmos-predict2-5-2b@2-5-2b-wrapper-staged	hf:nvidia/Cosmos-Predict2.5-2B	NVIDIA Cosmos Predict2.5 2B	forge-manifests	gated	catalog-listed	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-cosmos-predict2-5-2b	1	33							candidate-unproven	conventional-pull-and-load		NVIDIA Open Model License; Apache-2.0 additional information/source code	example-only	0
forge:nvidia-cosmos-reason1-7b@v1	nvcr.io/nim/nvidia/cosmos-reason1-7b	NVIDIA Cosmos Reason 1 (7B)	forge-manifests	discoverable	catalog-listed		physical-ai	nim	unknown		1	32		nvcr.io/nim/nvidia/cosmos-reason1-7b:latest					candidate-unproven	conventional-pull-and-load		nvidia-open-model-license	example-only	0
forge:nvidia-cosmos-reason2-2b@2b-nim-1-7-0	hf:nvidia/Cosmos-Reason2-2B	NVIDIA Cosmos Reason 2 (2B)	forge-manifests	discoverable	catalog-listed		physical-ai	nim	openai-compatible	/v1/chat/completions	1	36		nvcr.io/nim/nvidia/cosmos-reason2-2b:1.7.0	sha256:101c8c50dcfe2095b79330f85edee015732da882f58c5924a741a42c0a5e3224				candidate-unproven	conventional-pull-and-load		nvidia-open-model-license	example-only	0
forge:nvidia-cosmos-reason2-8b@v1	nvcr.io/nim/nvidia/cosmos-reason2-8b	NVIDIA Cosmos Reason 2 (8B)	forge-manifests	discoverable	catalog-listed		physical-ai	nim	unknown		1	32		nvcr.io/nim/nvidia/cosmos-reason2-8b:latest					candidate-unproven	conventional-pull-and-load		nvidia-open-model-license	example-only	0
forge:nvidia-cosmos-transfer2-5-2b@1-0-0	nvcr.io/nim/nvidia/cosmos-transfer2-5-2b	NVIDIA Cosmos Transfer2.5 2B	forge-manifests	gated	catalog-listed	artifact-gated-upstream	physical-ai	nim	nim-native-http	/v1/infer	1	80		nvcr.io/nim/nvidia/cosmos-transfer2-5-2b:1.0.0	sha256:2af0bc8974eacde0066212ef837c56581940fb57da3b925a7af898bbd5894917				candidate-unproven	conventional-pull-and-load		nvidia-open-model-license	example-only	0
forge:nvidia-cosmos3-nano-vllm-omni@public-20260531-vllm-omni-cuda13	hf:nvidia/Cosmos3-Nano	NVIDIA Cosmos 3 Nano vLLM-Omni	forge-manifests	gated	catalog-listed	hf-token-required	physical-ai	vllm	custom-http	/v1/images/sync	1	80		docker.io/vllm/vllm-omni:cosmos3	sha256:88d27796de038d346b125ce1756fa7ed7f15505b1896af8327b41d207290811c				candidate-unproven	conventional-pull-and-load		openmdw-1.1	example-only	0
forge:nvidia-cosmos3-omni-nano@nano-bf16	hf:nvidia-cosmos-ea/Cosmos3-Nano	NVIDIA Cosmos 3 Omni (Nano)	forge-manifests	gated	measured-source	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/generate	1	48	B200|B300|H200|L40S|RTX6000		sha256:3f23426dd6ec0fe1438e1df1a387eb919b7034067c5bb6737793d264d616a15e	9564000759			candidate-unproven	conventional-pull-and-load		nvidia-software-model-evaluation-license	example-only	9564000759
forge:nvidia-cosmos3-omni-super@super-bf16	hf:nvidia-cosmos-ea/Cosmos3-Super	NVIDIA Cosmos 3 Omni (Super)	forge-manifests	gated	measured-source	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/generate	1	128	B200|B300|H200		sha256:3f23426dd6ec0fe1438e1df1a387eb919b7034067c5bb6737793d264d616a15e	9564000759			candidate-unproven	conventional-pull-and-load		nvidia-software-model-evaluation-license	example-only	9564000759
forge:nvidia-cosmos3-reasoner-nano@nano-bf16	hf:nvidia-cosmos-ea/Cosmos3-Nano-Reasoner	NVIDIA Cosmos 3 Reasoner (Nano)	forge-manifests	gated	measured-source	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/v1/cosmos3/reason	1	48	B200|B300|H200|L40S|RTX6000		sha256:55b10b9f3be9c7f68998d2acf7ea1ea6f491e84ac68897647b047594e12c9966	5072716170			candidate-unproven	conventional-pull-and-load		nvidia-software-model-evaluation-license	example-only	5072716170
forge:nvidia-cosmos3-reasoner-super@super-bf16	hf:nvidia-cosmos-ea/Cosmos3-Super-Reasoner	NVIDIA Cosmos 3 Reasoner (Super)	forge-manifests	gated	measured-source	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/v1/cosmos3/reason	1	96	B200|B300|H200|RTX6000		sha256:55b10b9f3be9c7f68998d2acf7ea1ea6f491e84ac68897647b047594e12c9966	5072716170			candidate-unproven	conventional-pull-and-load		nvidia-software-model-evaluation-license	example-only	5072716170
forge:nvidia-genmol-2-0-0-nim@nim-2-0-0-candidate	nvcr.io/nim/nvidia/genmol	GenMol NIM	forge-manifests	verified	measured-source		life-science	nim	nim-native-http	/generate	1	24	B200|B300|H200|L40S|RTX6000	nvcr.io/nim/nvidia/genmol:2.0.0	sha256:139b909a450fe1fb81198214784a15f67e172e766a93a1569827ba5aa05b4541	10138835887			candidate-family-proven	conventional-pull-and-load		Apache-2.0 source code; NVIDIA Open Model License weights; NVIDIA NIM terms	example-only	10138835887
forge:nvidia-isaac-gr00t-n1-7-3b@N1.7-3B-wrapper-3df8b382-buildx-01z	hf:nvidia/GR00T-N1.7-3B	NVIDIA Isaac GR00T N1.7 3B	forge-manifests	gated	catalog-listed	hf-token-required|no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/nvidia-isaac-gr00t-n1-7-3b	1	16			sha256:0dfaa2553320fef94efae7eede62979822b8386f0f0548d3bc1f1dc951832dea	19497294299			candidate-unproven	conventional-pull-and-load		NVIDIA Open Model License Agreement for model weights; Apache-2.0 source code	example-only	19497294299
forge:nvidia-llama-3-1-nemotron-nano-8b-healthcare-text2sql-nim@nim-1-15-1-candidate	nvcr.io/nim/nvidia/llama-3.1-nemotron-nano-8b-healthcare-text2sql-v1.0	Llama 3.1 Nemotron Nano 8B Healthcare Text2SQL	forge-manifests	verified	measured-source		chat	nim	openai-compatible	/v1/chat/completions	1	80	B200|B300|H200|L40S|RTX6000	nvcr.io/nim/nvidia/llama-3.1-nemotron-nano-8b-healthcare-text2sql-v1.0:1.15.1	sha256:68e8f96f7eebb6e377510269104bf43706fa5f07c0a04003ed79a4b5322f61fd	10319050194			candidate-unproven	conventional-pull-and-load		NVIDIA AI Product/NIM; NVIDIA Open Model; Llama 3.3 Community License	example-only	10319050194
forge:nvidia-llama-3-3-nemotron-super-49b-healthcare-text2sql-nim@nim-1-15-1-super-49b-candidate	nvcr.io/nim/nvidia/llama-3.3-nemotron-super-49b-healthcare-text2sql-v1.0	Llama 3.3 Nemotron Super 49B Healthcare Text2SQL	forge-manifests	discoverable	catalog-listed		chat	nim	openai-compatible	/v1/chat/completions	1	141		nvcr.io/nim/nvidia/llama-3.3-nemotron-super-49b-healthcare-text2sql-v1.0:1.15.1					candidate-unproven	conventional-pull-and-load		NVIDIA NIM terms; NVIDIA Open Model License; Llama 3.3 Community License	example-only	0
forge:nvidia-llama-nemotron-rerank-1b-v2-nim@nim-1-10-0-rofs-wrapper-2026-05-27	forge-family:nvidia-llama-nemotron-rerank-1b-v2	NVIDIA Llama Nemotron Rerank 1B v2	forge-manifests	gated	measured-source	no-public-image-reference	rerank	nim	nim-native-http	/v1/ranking	1	8	B200|H200|L40S|RTX6000		sha256:a30bb55e8e8133dfd91798a1f89853d7666839f785df15ddfc39675ea770eb12	2079738628			candidate-unproven	conventional-pull-and-load		nvidia-open-model-license; llama-3.2-community-license; nvidia-nim-container-terms	example-only	2079738628
forge:nvidia-maisi-nim@nim-1-0-1-latest-digest	nvcr.io/nim/nvidia/maisi	NVIDIA MAISI	forge-manifests	discoverable	catalog-listed		healthcare	nim	nim-native-http	/v1/maisi/run	1	48	B200|B300|H200|L40S|RTX6000	nvcr.io/nim/nvidia/maisi:latest	sha256:a357210fe3b3f336faf8620deaf9b40848c73f313ec2a52370a623c57617bf51	14733616775			candidate-unproven	conventional-pull-and-load		NVIDIA software and model evaluation license agreement; NVIDIA NIM terms	example-only	14733616775
forge:nvidia-molmim-nim@nim-1-0-0-regional-mirror-20260605	forge-family:nvidia-molmim	MolMIM NIM	forge-manifests	gated	measured-source	no-public-image-reference	life-science	nim	nim-native-http	/generate	1	3	H200		sha256:7700c5556935a93055bee5367d36acb6d3e55d22fd1ba28503f5447656fa63fa				candidate-unproven	conventional-pull-and-load		NVIDIA NIM terms; production use requires NVIDIA AI Enterprise licensing	example-only	0
forge:nvidia-nemoguard-jailbreak-detect-nim@nim-1-0-0-digest-6ab02c7-20260602	nvcr.io/nim/nvidia/nemoguard-jailbreak-detect	NVIDIA NemoGuard Jailbreak Detect	forge-manifests	verified	measured-source		safety	nim	nim-native-http	/v1/classify	1	16	B200|H200|L40S|RTX6000	nvcr.io/nim/nvidia/nemoguard-jailbreak-detect:latest	sha256:6ab02c7d346a7137b6129381459da4f8f9e3ae84ae9d389d321fc046c1da9c0b	10611214943			candidate-unproven	conventional-pull-and-load		nvidia-open-model-license; nvidia-nim-container-terms	example-only	10611214943
forge:nvidia-nemotron-nano-12b-v2-vl-nim@nim-1-5-0	nvcr.io/nim/nvidia/nemotron-nano-12b-v2-vl	NVIDIA Nemotron Nano 12B V2 VL	forge-manifests	verified	measured-source		chat	nim	openai-compatible	/v1/chat/completions	1	48	B200|H200|L40S|RTX6000	nvcr.io/nim/nvidia/nemotron-nano-12b-v2-vl:1.5.0	sha256:9ec872e81269f459198f2382daf98ab102b5f85edb3987e59c8b1bfb63650938	14856516804			candidate-unproven	conventional-pull-and-load		nvidia-open-model-license; nvidia-nim-container-terms	example-only	14856516804
forge:nvidia-proteina-complexa-protein-target-160m-v1@protein-target-160m-v1	hf:nvidia/NV-Proteina-Complexa-Protein-Target-160M-v1	NVIDIA Proteina-Complexa Protein Target 160M	forge-manifests	gated	catalog-listed	no-public-image-reference	life-science	custom	custom-http	/v1/inference/nvidia-proteina-complexa-protein-target-160m-v1	1	80				30537420360			candidate-unproven	conventional-pull-and-load		NVIDIA Open Model License; Proteina-Complexa repository contains multiple component licenses	example-only	30537420360
forge:nvidia-proteinmpnn-nim@nim-1-1-0-ngc-blocked	nvcr.io/nim/ipd/proteinmpnn	ProteinMPNN NIM	forge-manifests	discoverable	catalog-listed		life-science	nim	nim-native-http	/biology/ipd/proteinmpnn/predict	1	4		nvcr.io/nim/ipd/proteinmpnn:1.1.0					candidate-family-proven	conventional-pull-and-load		MIT upstream model code; NVIDIA NIM terms; production use requires NVIDIA AI Enterprise licensing	example-only	0
forge:nvidia-vista3d-nim@nim-1-0-0-digest	nvcr.io/nim/nvidia/vista3d	NVIDIA VISTA-3D	forge-manifests	gated	catalog-listed	catalog-disabled	healthcare	nim	nim-native-http	/v1/vista3d/inference	1	48	H200|L40S	nvcr.io/nim/nvidia/vista3d:1.0.0	sha256:f0887c87937f5080c2bb63a238d843f15c6071160e540760ebc61c9871e1db12				candidate-unproven	conventional-pull-and-load		NVIDIA software and model evaluation license agreement; NVIDIA NIM terms	example-only	0
forge:openai-gpt-oss-120b-vllm@vllm-0-21-0-cuda13	hf:openai/gpt-oss-120b	OpenAI gpt-oss 120B	forge-manifests	discoverable	catalog-listed		chat	vllm	openai-compatible	/v1/chat/completions	1	80		docker.io/vllm/vllm-openai:v0.21.0	sha256:a230095847e93bd4df9888b33dab956fa9504537b828a23657d2b26fed57b5c9	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:openai-gpt-oss-20b-vllm@vllm-0-21-0-cuda13	hf:openai/gpt-oss-20b	OpenAI gpt-oss 20B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:openbmb-minicpm4-8b-vllm-cuda13@vllm-0-21-0-cuda13	hf:openbmb/MiniCPM4-8B	MiniCPM4 8B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.1	sha256:953d3a06d5e64ab582985cd7401289d3abf2a2c14ef2158e9a84313daeec77d7	8669266122			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669266122
forge:openbmb-minicpm5-1b-vllm-cuda13@vllm-0-21-0-cuda13	hf:openbmb/MiniCPM5-1B	MiniCPM5 1B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	16	B200|B300|H200|L40S	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669266122			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669266122
forge:openfold3-nim-b300-baseline@nim-1-4-0-b300-baseline	forge-family:openfold3	OpenFold3 NIM (B300 Baseline)	forge-manifests	gated	catalog-listed	catalog-disabled|no-public-image-reference	life-science	nim	nim-native-http	/biology/openfold/openfold3/predict	1	48			sha256:d28705986996ae674e9104714a91ca21baab4897bf3176bdd32efdb867604150	10378590465			candidate-unproven	conventional-pull-and-load		NVIDIA Open Model License; Apache-2.0 additional information; NVIDIA NIM terms	example-only	10378590465
forge:openfold3-nim@nim-1-5-0-rc1-security-upgrade	nvcr.io/nim/openfold/openfold3	OpenFold3 NIM	forge-manifests	verified	measured-source		life-science	nim	nim-native-http	/biology/openfold/openfold3/predict	1	48	B200|B300|H100|H200|L40S|RTX6000	nvcr.io/nim/openfold/openfold3	sha256:6286cc7c02247ed3efe42f0f1af6c2f6f6a680b1e5cae669512c44b636aa42d2	10378590465			candidate-family-proven	conventional-pull-and-load		NVIDIA Open Model License; Apache-2.0 additional information; NVIDIA NIM terms	example-only	10378590465
forge:openmed-ner-diseasedetect-biomed-335m-wrapper-cuda12@hf-a62e2a2-cuda12-cvefix-20260604t05z-r2	hf:OpenMed/OpenMed-NER-DiseaseDetect-BioMed-335M	OpenMed DiseaseDetect BioMed 335M	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom-wrapper	custom-http	/token_classification	1	8	B200|B300|H200|L40S		sha256:3079527b56fad10db80932459b16c1d52fd769a7694dc82eca893f12fe7a3c64	7801351263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	7801351263
forge:openmed-pathology-ner-tiny-wrapper-cuda12@hf751c87f-gliner026-cvefix-20260605	hf:OpenMed/OpenMed-ZeroShot-NER-Pathology-Tiny-60M	OpenMed ZeroShot NER Pathology Tiny 60M	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom-wrapper	custom-http	/token_classification	1	8	B200|B300|H200|L40S|RTX6000		sha256:5f0047a8476633e6187c8386e3c48238e296e869593df45c2303c3f9b65ba1f7	8223670609			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8223670609
forge:openmed-zeroshot-ner-pathology-tiny-60m-wrapper-cuda12-draft@hf751c87f-gliner026-cvefix-20260604t01z	hf:OpenMed/OpenMed-ZeroShot-NER-Pathology-Tiny-60M	OpenMed ZeroShot NER Pathology Tiny 60M	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom-wrapper	custom-http	/token_classification	1	8	B200|B300|H200|L40S		sha256:5f0047a8476633e6187c8386e3c48238e296e869593df45c2303c3f9b65ba1f7	8223670609			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8223670609
forge:openmm-md-8-5-1-wrapper@8.5.1-cuda12-wrapper-profiler-optimized-20260604	forge-family:openmm-md	OpenMM Molecular Dynamics	forge-manifests	gated	measured-source	no-public-image-reference	molecular-dynamics	custom-wrapper	custom-http	/v1/inference/openmm-md-8-5-1-wrapper	1	8	B200|B300|H100|H200|L40S|RTX6000		sha256:cc421becbb72338fbe9de045b83dd557e49a0f659d79164992496cbc9930eb2e	5493932475			candidate-unproven	conventional-pull-and-load		MIT and LGPL components; NVIDIA CUDA container terms	example-only	5493932475
forge:openmoss-team-mova-360p-sglang@360p	hf:OpenMOSS-Team/MOVA-360p	MOVA 360p	forge-manifests	gated	measured-source	no-public-image-reference	general	sglang	custom-http	/generate	1	48	B200|B300|H100|H200|RTX6000		sha256:cb03f929aee0e32d451bd4b1e442a0900d8d08132c2877a7ddcc9e168d4c911b		77689754697		candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	77689754697
forge:openmoss-team-mova-720p-sglang@720p	hf:OpenMOSS-Team/MOVA-720p	MOVA 720p	forge-manifests	gated	measured-source	no-public-image-reference	general	sglang	custom-http	/generate	1	48	B200|B300|H100|H200|RTX6000		sha256:293d013c1e419ce49678508bd9e4855683b2c19c97bca9ff6e32fbda7359020f		77689755302		candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	77689755302
forge:openvla-7b@7b	hf:openvla/openvla-7b	OpenVLA 7B	forge-manifests	gated	catalog-listed	no-public-image-reference	physical-ai	custom	custom-http	/v1/inference/openvla-7b	1	48			sha256:2583ff53b6b4edd455a6b109e1cba0ab9e0c241b274bc4d0c9cea2b790a2b781	6535523334			candidate-unproven	conventional-pull-and-load		MIT model-card metadata and MIT source code; pretrained model may inherit Llama Community License restrictions from the Llama-2 base model	example-only	6535523334
forge:panns-cnn14-audioset-cough@cnn14-map0431-forge-wrapper-20260706	forge-family:panns-cnn14-audioset	PANNs CNN14 AudioSet Cough Baseline	forge-manifests	gated	measured-source	no-public-image-reference	healthcare	custom	custom-http	/audio_classification	1	8	B200|B300|H100|H200|L40S|RTX6000		sha256:aa450d50220336d2eb2b37ba02e3fa816e23309cbbc4a1db7b86c28465c84b52	4788785773			candidate-unproven	conventional-pull-and-load		mit	example-only	4788785773
forge:potsu-potsu-bge-base-biomedical-matryoshka-v3-tei-cuda-1-9@hf-11fb0a4-tei-cuda-1-9-3	hf:potsu-potsu/bge-base-biomedical-matryoshka-v3	BGE Base Biomedical Matryoshka v3	forge-manifests	discoverable	catalog-listed		embedding	tei	openai-compatible	/v1/embeddings	1	8		ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:potsu-potsu-medembed-small-biomedical-matryoshka-v2-tei-cuda-1-9@hf-0e64af8-tei-cuda-1-9-3	hf:potsu-potsu/medembed-small-biomedical-matryoshka-v2	MedEmbed Small Biomedical Matryoshka v2	forge-manifests	verified	measured-source		embedding	tei	openai-compatible	/v1/embeddings	1	8	B200|H200|L40S	ghcr.io/huggingface/text-embeddings-inference:cuda-1.9	sha256:249a0bc87522bfe2f1012b4d194f0225878f47079115ada3aeb0b1ef257b402a	3110078263			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	3110078263
forge:potsu-potsu-medembed-small-biomedical-matryoshka-v2-vllm-cuda13@hf-0e64af8-vllm-0-21-0-cuda13-pooling	hf:potsu-potsu/medembed-small-biomedical-matryoshka-v2	MedEmbed Small Biomedical Matryoshka v2	forge-manifests	verified	measured-source		embedding	vllm	openai-compatible	/v1/embeddings	1	8	B300	docker.io/vllm/vllm-openai:v0.22.1	sha256:953d3a06d5e64ab582985cd7401289d3abf2a2c14ef2158e9a84313daeec77d7	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:qwen-qwen2-5-7b-instruct-vllm-cuda13@hf-a09a354-vllm-0-21-0-cuda13	hf:Qwen/Qwen2.5-7B-Instruct	Qwen2.5 7B Instruct	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H100|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:qwen-qwen2-5-coder-7b-instruct-vllm-0-22-cuda13@hf-c03e6d3-vllm-0-22-0-cuda13-security-refresh	hf:Qwen/Qwen2.5-Coder-7B-Instruct	Qwen2.5-Coder 7B Instruct	forge-manifests	discoverable	catalog-listed		chat	vllm	openai-compatible	/v1/chat/completions	1	48		docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	9219894117			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	9219894117
forge:qwen-qwen2-5-coder-7b-instruct-vllm-cuda13@hf-c03e6d3-vllm-0-21-0-cuda13	hf:Qwen/Qwen2.5-Coder-7B-Instruct	Qwen2.5-Coder 7B Instruct	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:qwen-qwen2-5-vl-7b-instruct-vllm@vllm-0-21-0	hf:Qwen/Qwen2.5-VL-7B-Instruct	Qwen2.5-VL 7B Instruct	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669266122			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669266122
forge:qwen-qwen3-0-6b-vllm-cuda13@vllm-0-22-0-cuda13	hf:Qwen/Qwen3-0.6B	Qwen3 0.6B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|B300|H200|L40S	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	9219894117			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	9219894117
forge:qwen-qwen3-1-7b-vllm-cuda13@vllm-0-21-0-cuda13	hf:Qwen/Qwen3-1.7B	Qwen3 1.7B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	24	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:qwen-qwen3-14b-vllm-cuda13@vllm-0-21-0-cuda13	hf:Qwen/Qwen3-14B	Qwen3 14B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	B200|B300|H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
forge:qwen-qwen3-14b-vllm@vllm-0-10-2-cuda12-8	hf:Qwen/Qwen3-14B	Qwen3 14B	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	48	H200|L40S|RTX6000	docker.io/vllm/vllm-openai:v0.22.0	sha256:0fec7ec5f3e6bc168e54899935fb0557da908a4832a1dbc88e2debcf2f889416	11465572690			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	11465572690
forge:qwen-qwen3-30b-a3b-instruct-2507-bf16-vllm-cuda13@bf16-vllm-0-21-0-cuda13	hf:Qwen/Qwen3-30B-A3B-Instruct-2507	Qwen3 30B A3B Instruct 2507 BF16	forge-manifests	verified	measured-source		chat	vllm	openai-compatible	/v1/chat/completions	1	80	B200|B300|H200|RTX6000	docker.io/vllm/vllm-openai:v0.22.1	sha256:953d3a06d5e64ab582985cd7401289d3abf2a2c14ef2158e9a84313daeec77d7	8669299461			candidate-unproven	conventional-pull-and-load		apache-2.0	example-only	8669299461
